,nodesName,dbID
1003,['Defective CYP11B1 causes Adrenal hyperplasia 4 (AH4)'],5579017
1004,['RHO GTPases activate IQGAPs'],5626467
1005,['Transport to the Golgi and subsequent modification'],948021
1006,"['Signaling by Insulin receptor', 'Insulin receptor mediated signaling']",74752
1007,['FOXO-mediated transcription of cell death genes'],9614657
1008,['Signaling by NOTCH1 in Cancer'],2644603
1009,['FBXW7 Mutants and NOTCH1 in Cancer'],2644605
1010,['Loss of Function of FBXW7 in Cancer and NOTCH1 Signaling'],2644607
1011,['Defective ACTH causes Obesity and Pro-opiomelanocortinin deficiency (POMCD)'],5579031
1012,['Defective CYP26C1 causes Focal facial dermal dysplasia 4 (FFDD4)'],5579004
1013,['BBSome-mediated cargo-targeting to cilium'],5620922
1014,['Gap junction assembly'],190861
1015,['Developmental Biology'],1266738
1016,['Defective LARGE causes MDDGA6 and MDDGB6'],5083627
1017,['Neutrophil degranulation'],6798695
1018,['Defects in biotin (Btn) metabolism'],3323169
1019,"['NR1H2 & NR1H3 regulate gene expression linked to triglyceride lipolysis in adipose', 'LXRs regulate gene expression linked to triglyceride lipolysis in adipose']",9031528
1020,['Defective SLC6A2 causes orthostatic intolerance (OI)'],5619109
1021,['Nef mediated downregulation of CD28 cell surface expression'],164939
1022,['Cyclin E associated events during G1/S transition '],69202
1023,['Nef Mediated CD8 Down-regulation'],182218
1024,['Fructose metabolism'],5652084
1025,['Glycogen synthesis'],3322077
1026,"['Glycogen storage disease type XV (GYG1)', 'GSD XV']",3814836
1027,"['Glycogen storage disease type Ib (SLC37A4)', 'GSD Ib']",3229133
1028,"['Glycogen storage disease type Ia (G6PC)', 'GSD Ia']",3274531
1029,"['Glycogen storage disease type II (GAA)', 'GSD II']",5357609
1030,"['Glycogen storage disease type 0 (liver GYS2)', 'GSD 0']",3858516
1031,['Misspliced GSK3beta mutants stabilize beta-catenin'],5339716
1032,['GLI3 is processed to GLI3R by the proteasome'],5610785
1033,"['Metabolism of carbohydrates', 'Carbohydrate metabolism']",71387
1034,['Glucagon signaling in metabolic regulation'],163359
1035,"['Glucose metabolism', 'Glycolysis and gluconeogenesis']",70326
1036,['Defective SLC2A2 causes Fanconi-Bickel syndrome (FBS)'],5619098
1037,['Signaling by WNT'],195721
1038,['Diseases of programmed cell death'],9645723
1039,['NRAGE signals death through JNK'],193648
1040,['NRIF signals cell death from the nucleus'],205043
1041,"['Cell death signalling via NRAGE, NRIF and NADE']",204998
1042,['TRAIL  signaling'],75158
1043,"['SMAC, XIAP-regulated apoptotic response']",111469
1044,['Regulation of the apoptosome activity'],9627069
1045,['Intrinsic Pathway for Apoptosis'],109606
1046,['Apoptotic factor-mediated response'],111471
1047,['Transcriptional Regulation by TP53'],3700989
1048,['TP53 Regulates Transcription of Caspase Activators and Caspases'],6803207
1049,['Sorafenib-resistant PDGFR mutants'],9674404
1050,['Defective DOLK causes DOLK-CDG (CDG-1m)'],4755583
1051,"[""mRNA decay by 3' to 5' exoribonuclease""]",429958
1052,['Deadenylation-dependent mRNA decay'],429914
1053,['Antagonism of Activin by Follistatin'],2473224
1054,['Release of apoptotic factors from the mitochondria'],111457
1055,['Deadenylation of mRNA'],429947
1056,['Stimuli-sensing channels'],2672351
1057,['TP53 Regulates Transcription of Genes Involved in Cytochrome C Release'],6803204
1058,['Activated point mutants of FGFR2'],2033519
1059,['FasL/ CD95L signaling'],75157
1060,['Caspase activation via extrinsic apoptotic signalling pathway'],5357769
1061,['Dimerization of procaspase-8'],69416
1062,['Regulation of PAK-2p34 activity by PS-GAP/RHG10'],211728
1063,['Apoptotic cleavage of cellular proteins'],111465
1064,['Regulation of activated PAK-2p34 by proteasome mediated degradation'],211733
1065,['PAOs oxidise polyamines to amines'],141334
1066,['Defective B3GALT6 causes EDSP2 and SEMDJL1'],4420332
1067,"['Caspase activation via Dependence Receptors in the absence of ligand', 'Ligand-independent caspase activation via DCC']",418889
1068,['MyD88-independent TLR4 cascade '],166166
1069,['Synthesis of diphthamide-EEF2'],5358493
1070,"['Defective HEXB causes GM2G2', 'Defective HEXB causes GM2-gangliosidosis 2']",3656248
1071,"['Defective HEXA causes GM2G1', 'Defective HEXA causes GM2-gangliosidosis 1']",3656234
1072,['Defective ALG1 causes ALG1-CDG (CDG-1k)'],4549380
1073,['MPS IIIA - Sanfilippo syndrome A'],2206307
1074,['MPS IIIB - Sanfilippo syndrome B'],2206282
1075,['MyD88:MAL(TIRAP) cascade initiated on plasma membrane'],166058
1076,['MPS IIID - Sanfilippo syndrome D'],2206305
1077,['MPS I - Hurler syndrome'],2206302
1078,['TNFR1-mediated ceramide production'],5626978
1079,['MAPK targets/ Nuclear events mediated by MAP kinases'],450282
1080,['RHO GTPases activate PAKs'],5627123
1081,['Toll Like Receptor 4 (TLR4) Cascade'],166016
1082,['Interleukin-33 signaling'],9014843
1083,['MyD88 deficiency (TLR2/4)'],5602498
1084,['MyD88 deficiency (TLR5)'],5602680
1085,"['Alpha-protein kinase 1 signaling pathway', 'ALPK1 signaling pathway']",9645460
1086,['NCAM signaling for neurite out-growth'],375165
1087,['N-glycan trimming in the ER and Calnexin/Calreticulin cycle'],532668
1088,['Aggrephagy'],9646399
1089,['Vpr-mediated induction of apoptosis by mitochondrial outer membrane permeabilization'],180897
1090,['Calnexin/calreticulin cycle'],901042
1091,['Defective MAOA causes Brunner syndrome (BRUNS)'],5579012
1092,['vRNP Assembly'],192905
1093,['Metabolic disorders of biological oxidation enzymes'],5579029
1094,['Transferrin endocytosis and recycling'],917977
1095,['Intestinal absorption'],8963676
1096,['Transport of glycerol from adipocytes to the liver by Aquaporins'],432030
1097,"['Utilization of Ketone Bodies', 'Ketone body catabolism']",77108
1098,['Digestion and absorption'],8963743
1099,['Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE'],3359467
1100,"['Defective CYP24A1 causes Hypercalcemia, infantile (HCAI)']",5579010
1101,['Pyrophosphate hydrolysis'],71737
1102,['Pyrimidine catabolism'],73621
1103,['Early Phase of HIV Life Cycle'],162594
1104,['Zinc transporters'],435354
1105,['Translesion Synthesis by POLH'],110320
1106,['CD28 dependent Vav1 pathway'],389359
1107,['Complex I biogenesis'],6799198
1108,['Lysosomal oligosaccharide catabolism'],8853383
1109,['Export of Viral Ribonucleoproteins from Nucleus'],168274
1110,['ABC-family proteins mediated transport'],382556
1111,['Defective SLC22A12 causes renal hypouricemia 1 (RHUC1)'],5619071
1112,['Proton-coupled monocarboxylate transport'],433692
1113,['Vasopressin regulates renal water homeostasis via Aquaporins'],432040
1114,['Erythrocytes take up carbon dioxide and release oxygen'],1237044
1115,['Cell Cycle'],1640170
1116,['Formation of the Early Elongation Complex'],113418
1117,['Transport of Ribonucleoproteins into the Host Nucleus'],168271
1118,['Cation-coupled Chloride cotransporters'],426117
1119,['Defective CP causes aceruloplasminemia (ACERULOP)'],5619060
1120,['DNA Damage Bypass'],73893
1121,"['Translesion synthesis by POLK', 'Translesion Synthesis by DNA Polymerase Kappa']",5655862
1122,['Striated Muscle Contraction'],390522
1123,['Interconversion of nucleotide di- and triphosphates'],499943
1124,['Paradoxical activation of RAF signaling by kinase inactive BRAF'],6802955
1125,['RMTs methylate histone arginines'],3214858
1126,['Circadian Clock'],400253
1127,['Defective SLC2A9 causes hypouricemia renal 2 (RHUC2)'],5619047
1128,"['Defective SLC4A1 causes hereditary spherocytosis type 4 (HSP4),  distal renal tubular acidosis (dRTA) and dRTA with hemolytic anemia (dRTA-HA)']",5619050
1129,['Amino acid transport across the plasma membrane'],352230
1130,['AMER1 mutants destabilize the destruction complex'],4839748
1131,['Defective SLC34A1 causes hypophosphatemic nephrolithiasis/osteoporosis 1 (NPHLOP1)'],5619040
1132,['Organic anion transport'],561048
1133,['Defective SLC3A1 causes cystinuria (CSNU)'],5619113
1134,['Defective SLC7A9 causes cystinuria (CSNU)'],5660883
1135,['Sunitinib-resistant PDGFR mutants'],9674401
1136,['Defective SLC36A2 causes iminoglycinuria (IG) and hyperglycinuria (HG)'],5619041
1137,['Defective SLC34A3 causes Hereditary hypophosphatemic rickets with hypercalciuria (HHRH)'],5619097
1138,['Defective SLC12A3 causes Gitelman syndrome (GS)'],5619087
1139,['Defective SLC12A1 causes Bartter syndrome 1 (BS1)'],5619104
1140,['Defective SLC6A19 causes Hartnup disorder (HND)'],5659735
1141,['Defective SLC6A19 causes Hartnup disorder (HND)'],5619044
1142,['Defective SLC7A7 causes lysinuric protein intolerance (LPI)'],5660862
1143,['Variant SLC6A20 contributes towards hyperglycinuria (HG) and iminoglycinuria (IG)'],5619101
1144,['Variant SLC6A20 contributes towards hyperglycinuria (HG) and iminoglycinuria (IG)'],5660686
1145,['Adherens junctions interactions'],418990
1146,['TFAP2 (AP-2) family regulates transcription of cell cycle factors'],8866911
1147,['FMO oxidises nucleophiles'],217271
1148,['Anchoring of the basal body to the plasma membrane'],5620912
1149,['G1/S-Specific Transcription'],69205
1150,"['Signaling by FGFR1', 'Fibroblast Growth Factor Receptor (FGFR) signaling']",5654736
1151,"['Signaling by FGFR3', 'Fibroblast Growth Factor Receptor (FGFR) signaling']",5654741
1152,['Glutamate Neurotransmitter Release Cycle'],210500
1153,['CLEC7A (Dectin-1) signaling'],5607764
1154,"['Signaling by FGFR2', 'Fibroblast Growth Factor Receptor (FGFR) signaling']",5654738
1155,"['Signaling by FGFR', 'Fibroblast Growth Factor Receptor (FGFR) signaling']",190236
1156,"['Signaling by FGFR4', 'Fibroblast Growth Factor Receptor (FGFR) signaling']",5654743
1157,['Signal regulatory protein family interactions'],391160
1158,['Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters'],164938
1159,['Nef mediated downregulation of MHC class I complex cell surface expression'],164940
1160,['Constitutive Signaling by Aberrant PI3K in Cancer'],2219530
1161,['Conjugation of phenylacetate with glutamine'],177162
1162,['Defective CYP1B1 causes Glaucoma'],5579000
1163,['Synthesis of pyrophosphates in the cytosol'],1855167
1164,['Endosomal Sorting Complex Required For Transport (ESCRT)'],917729
1165,['Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer'],2894858
1166,['Tandem pore domain halothane-inhibited K+ channel (THIK)'],1299287
1167,['FLT3 Signaling'],9607240
1168,['Signaling by NOTCH1 HD Domain Mutants in Cancer'],2691230
1169,['Signaling by NOTCH1 PEST Domain Mutants in Cancer'],2644602
1170,['Constitutive Signaling by NOTCH1 HD Domain Mutants'],2691232
1171,['Constitutive Signaling by NOTCH1 PEST Domain Mutants'],2644606
1172,['Synthesis of Prostaglandins (PG) and Thromboxanes (TX)'],2162123
1173,['PIPs transport between Golgi and plasma membranes'],1660510
1174,['Scavenging of heme from plasma'],2168880
1175,['RUNX1 regulates transcription of genes involved in differentiation of HSCs'],8939236
1176,['Defective TPMT causes Thiopurine S-methyltransferase deficiency (TPMT deficiency)'],5578995
1177,['Signaling by SCF-KIT'],1433557
1178,['Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants'],2894862
1179,['RUNX2 regulates genes involved in cell migration'],8941332
1180,['Signalling to STAT3'],198745
1181,['Intestinal infectious diseases'],8942233
1182,['Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant'],2660825
1183,['CD163 mediating an anti-inflammatory response'],9662834
1184,['Constitutive Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant'],2660826
1185,['NrCAM interactions'],447038
1186,['Activation of HOX genes during differentiation'],5619507
1187,['Defective SLC5A7 causes distal hereditary motor neuronopathy 7A (HMN7A)'],5658471
1188,['Defective SLC5A7 causes distal hereditary motor neuronopathy 7A (HMN7A)'],5619114
1189,['Defective B3GALTL causes Peters-plus syndrome (PpS)'],5083635
1190,"['Metabolism of non-coding RNA', 'Non-coding RNA Metabolism']",194441
1191,['TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway'],5676594
1192,['NIK-->noncanonical NF-kB signaling'],5676590
1193,['Noncanonical activation of NOTCH3'],9017802
1194,['Dectin-1 mediated noncanonical NF-kB signaling'],5607761
1195,['Beta-catenin independent WNT signaling'],3858494
1196,['Protein methylation'],8876725
1197,['Amine Oxidase reactions'],140179
1198,['Biogenic amines are oxidatively deaminated to aldehydes by MAOA and MAOB'],141333
1199,['Rhesus glycoproteins mediate ammonium transport.'],444411
1200,['RNA Polymerase III Transcription Termination'],73980
1201,['Defective MAT1A causes Methionine adenosyltransferase deficiency (MATD)'],5579024
1202,['Regulation of PTEN mRNA translation'],8943723
1203,['TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest'],6804114
1204,['Establishment of Sister Chromatid Cohesion'],2468052
1205,['MET activates PTK2 signaling'],8874081
1206,['AKT-mediated inactivation of FOXO1A'],211163
1207,['MECP2 regulates transcription factors'],9022707
1208,"['Defective CHST3 causes SEDCJD', 'Defective CHST3 causes spondyloepiphyseal dysplasia with congenital joint dislocations']",3595172
1209,['GRB2:SOS provides linkage to MAPK signaling for Integrins '],354194
1210,['IPs transport between nucleus and cytosol'],1855170
1211,['Carboxyterminal post-translational modifications of tubulin'],8955332
1212,['Entry of Influenza Virion into Host Cell via Endocytosis'],168275
1213,['NS1 Mediated Effects on Host Pathways'],168276
1214,['Assembly of Viral Components at the Budding Site'],168316
1215,['Viral RNP Complexes in the Host Cell Nucleus'],168330
1216,['NEP/NS2 Interacts with the Cellular Export Machinery'],168333
1217,['Influenza Viral RNA Transcription and Replication'],168273
1218,['Viral mRNA Translation'],192823
1219,['Viral Messenger RNA Synthesis'],168325
1220,['vRNA Synthesis'],192814
1221,['Inhibition of Interferon Synthesis'],168305
1222,['Inhibition of PKR'],169131
1223,['Influenza Virus Induced Apoptosis'],168277
1224,['Fusion and Uncoating of the Influenza Virion'],168270
1225,['Fusion of the Influenza Virion to the Host Cell Endosome'],168288
1226,['Uncoating of the Influenza Virion'],168336
1227,['Virus Assembly and Release'],168268
1228,['Release'],168298
1229,['Budding'],168302
1230,"['Transport of HA trimer, NA tetramer and M2 tetramer from the endoplasmic reticulum to the Golgi Apparatus']",168874
1231,['Signaling by plasma membrane FGFR1 fusions'],8853336
1232,"['Defective ST3GAL3 causes MCT12 and EIEE15', 'Defective ST3GAL3 causes mental retardation, autosomal recessive 12 and early infantile epileptic encephalopathy-15']",3656243
1233,['Defective SLC24A5 causes oculocutaneous albinism 6 (OCA6)'],5619036
1234,['EML4 and NUDC in mitotic spindle formation'],9648025
1235,"['5-Phosphoribose 1-diphosphate biosynthesis', 'PRPP biosynthesis', 'Synthesis of cytosolic 5-phospho-alpha-D-ribose 1-diphosphate (PRPP) from D-ribose 5-phosphate']",73843
1236,['Inhibition of Signaling by Overexpressed EGFR'],5638303
1237,"['ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression', 'Activation of rRNA Expression by ERCC6 (CSB) and EHMT2 (G9a)', 'Activation of rRNA Expression by Cockayne Syndrome Protein CSB and Histone Methyltransferase G9a']",427389
1238,['RNA Polymerase III Transcription Initiation From Type 3 Promoter'],76071
1239,"['Signaling by the B Cell Receptor (BCR)', 'B Cell Activation']",983705
1240,['RNA Polymerase II Transcription Termination'],73856
1241,['Gene Silencing by RNA'],211000
1242,['Ca2+ pathway'],4086398
1243,['DEx/H-box helicases activate type I IFN and inflammatory cytokines production '],3134963
1244,['Collagen chain trimerization'],8948216
1245,['Late endosomal microautophagy'],9615710
1246,['Polymerase switching'],69091
1247,['Competing endogenous RNAs (ceRNAs) regulate PTEN translation'],8948700
1248,['Sialic acid metabolism'],4085001
1249,['Polymerase switching on the C-strand of the telomere'],174411
1250,['Parasite infection'],9664407
1251,['2-LTR circle formation'],164843
1252,['HIV Transcription Elongation'],167169
1253,['Vif-mediated degradation of APOBEC3G'],180585
1254,['Relaxin receptors'],444821
1255,['IL-6-type cytokine receptor ligand interactions'],6788467
1256,['Leishmania phagocytosis'],9664417
1257,['G beta:gamma signalling through BTK'],8964315
1258,['Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE)'],2142816
1259,['Protein folding'],391251
1260,['Metabolism of RNA'],8953854
1261,['Downregulation of ERBB2 signaling'],8863795
1262,['TCF dependent signaling in response to WNT'],201681
1263,['Regulation of FZD by ubiquitination'],4641263
1264,['Elevation of cytosolic Ca2+ levels'],139853
1265,['Post-translational protein modification'],597592
1266,['Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants'],1236382
1267,['RHO GTPases Activate ROCKs'],5627117
1268,['Apoptosis induced DNA fragmentation'],140342
1269,['Interleukin-15 signaling'],8983432
1270,['Role of LAT2/NTAL/LAB on calcium mobilization'],2730905
1271,['Leishmania infection'],9658195
1272,['APOBEC3G mediated resistance to HIV-1 infection'],180689
1273,['Opsins'],419771
1274,['Platelet calcium homeostasis'],418360
1275,['Signaling by Retinoic Acid'],5362517
1276,['ABO blood group biosynthesis'],9033807
1277,['RUNX2 regulates osteoblast differentiation'],8940973
1278,"[""Hedgehog 'off' state""]",5610787
1279,"[""Hedgehog 'on' state""]",5632684
1280,['Signaling by Nuclear Receptors'],9006931
1281,['Nucleotide Excision Repair'],5696398
1282,['Regulation of RUNX2 expression and activity'],8939902
1283,"['HSP90 chaperone cycle for steroid hormone receptors (SHR)', 'HSP90 chaperone cycle for SHRs']",3371497
1284,['PKMTs methylate histone lysines'],3214841
1285,['Regulation of HSF1-mediated heat shock response'],3371453
1286,['Attenuation phase'],3371568
1287,['Cellular response to heat stress'],3371556
1288,['HSF1 activation'],3371511
1289,['HSF1-dependent transactivation'],3371571
1290,['AUF1 (hnRNP D0) binds and destabilizes mRNA'],450408
1291,['TNFs bind their physiological receptors'],5669034
1292,['activated TAK1 mediates p38 MAPK activation'],450302
1293,['Hyaluronan metabolism'],2142845
1294,['Keratan sulfate/keratin metabolism'],1638074
1295,['Constitutive Signaling by EGFRvIII'],5637810
1296,['Aryl hydrocarbon receptor signalling'],8937144
1297,['RAF-independent MAPK1/3 activation'],112409
1298,['Post-translational protein phosphorylation'],8957275
1299,['Post-transcriptional silencing by small RNAs'],426496
1300,['Post-chaperonin tubulin folding pathway'],389977
1301,['Switching of origins to a post-replicative state'],69052
1302,['Highly sodium permeable postsynaptic acetylcholine nicotinic receptors'],629587
1303,"['Hypusine synthesis from eIF5A-lysine', 'Hypusinylation']",204626
1304,"['Gamma carboxylation, hypusine formation and arylsulfatase activation']",163841
1305,['trans-Golgi Network Vesicle Budding'],199992
1306,['SUMO is conjugated to E1 (UBA2:SAE1)'],3065676
1307,['tRNA modification in the mitochondrion'],6787450
1308,['KSRP (KHSRP) binds and destabilizes mRNA'],450604
1309,"['WNT5A-dependent internalization of FZD2, FZD5 and ROR2']",5140745
1310,['Sodium/Proton exchangers'],425986
1311,['Regulation of mRNA stability by proteins that bind AU-rich elements'],450531
1312,"['Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA']",450513
1313,['Transcriptional activation of mitochondrial biogenesis'],2151201
1314,['tRNA modification in the nucleus and cytosol'],6782315
1315,['IRAK2 mediated activation of TAK1 complex'],937042
1316,['HuR (ELAVL1) binds and stabilizes mRNA'],450520
1317,['Signaling by BRAF and RAF fusions'],6802952
1318,['Processing and activation of SUMO'],3215018
1319,['SUMO is proteolytically processed'],3065679
1320,['Insertion of tail-anchored proteins into the endoplasmic reticulum membrane'],9609523
1321,['CREB1 phosphorylation through the activation of Adenylate Cyclase'],442720
1322,['O-linked glycosylation'],5173105
1323,['Defective Mismatch Repair Associated With MSH3'],5632927
1324,['Regulation of TP53 Activity'],5633007
1325,['Spry regulation of FGF signaling'],1295596
1326,"['VLDL assembly', 'VLDL biosynthesis']",8866423
1327,['Membrane Trafficking'],199991
1328,['EPHB-mediated forward signaling'],3928662
1329,['eNOS activation'],203615
1330,['HIV Life Cycle'],162587
1331,['Crosslinking of collagen fibrils'],2243919
1332,['COX reactions'],140180
1333,['Defective ABCB11 causes progressive familial intrahepatic cholestasis 2 and benign recurrent intrahepatic cholestasis 2'],5678520
1334,['Defective LFNG causes SCDO3'],5083630
1335,['Diseases associated with visual transduction'],2474795
1336,['Retinoid cycle disease events'],2453864
1337,['Retinoid metabolism disease events'],6809583
1338,['Diseases of the neuronal system'],9675143
1339,['Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding'],6814122
1340,['NOTCH3 Activation and Transmission of Signal to the Nucleus'],9013507
1341,['The canonical retinoid cycle in rods (twilight vision)'],2453902
1342,['Activation of the phototransduction cascade'],2485179
1343,['The phototransduction cascade'],2514856
1344,['Retinoid metabolism and transport'],975634
1345,['Visual phototransduction'],2187338
1346,['Ephrin signaling'],3928664
1347,['RUNX3 regulates BCL2L11 (BIM) transcription'],8952158
1348,"[""S37 mutants of beta-catenin aren't phosphorylated""]",5358749
1349,['RUNX3 regulates YAP1-mediated transcription'],8951671
1350,"['Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)']",400511
1351,"['Incretin synthesis, secretion, and inactivation']",400508
1352,['Arachidonic acid metabolism'],2142753
1353,['Activation of gene expression by SREBF (SREBP)'],2426168
1354,['Defective MPI causes MPI-CDG (CDG-1b)'],4043916
1355,['HCMV Early Events'],9609690
1356,['HCMV Late Events'],9610379
1357,['Resistance of ERBB2 KD mutants to lapatinib'],9665251
1358,['Resistance of ERBB2 KD mutants to AEE788'],9665250
1359,['Defective GFPT1 causes CMSTA1'],4085023
1360,['Defective B4GALT1 causes B4GALT1-CDG (CDG-2d)'],3656244
1361,['Defective ALG2 causes ALG2-CDG (CDG-1i)'],4549349
1362,['Defective B4GALT1 causes B4GALT1-CDG (CDG-2d)'],4793953
1363,['Defective ALG3 causes ALG3-CDG (CDG-1d)'],4720475
1364,['Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha'],1234176
1365,['Hereditary fructose intolerance'],5657560
1366,['Defective CUBN causes hereditary megaloblastic anemia 1'],3359463
1367,['Defective AMN causes hereditary megaloblastic anemia 1'],3359462
1368,['Defective TCN2 causes hereditary megaloblastic anemia'],3359454
1369,['Defective GIF causes intrinsic factor deficiency'],3359457
1370,['Defective Mismatch Repair Associated With PMS2'],5632987
1371,"['Defective SLCO1B1 causes hyperbilirubinemia, Rotor type (HBLRR)']",5619110
1372,['Defective Mismatch Repair Associated With MSH2'],5632928
1373,['Defective HK1 causes hexokinase deficiency (HK deficiency)'],5619056
1374,['Defective GSS causes Glutathione synthetase deficiency (GSS deficiency)'],5579006
1375,['Defective GGT1 causes Glutathionuria (GLUTH)'],9035968
1376,['Defective GGT1 causes Glutathionuria (GLUTH)'],5579022
1377,['Defective FMO3 causes Trimethylaminuria (TMAU)'],5579019
1378,['Defective OPLAH causes 5-oxoprolinase deficiency (OPLAHD)'],5578998
1379,['Defective SLC16A1 causes symptomatic deficiency in lactate transport (SDLT)'],5619070
1380,['Defective UGT1A4 causes hyperbilirubinemia'],5579016
1381,['Defective UGT1A1 causes hyperbilirubinemia'],5579002
1382,['Nephrin family interactions'],373753
1383,['Diseases of glycosylation'],3781865
1384,['Defective Mismatch Repair Associated With MLH1'],5545483
1385,['S Phase'],69242
1386,['Defective GCLC causes Hemolytic anemia due to gamma-glutamylcysteine synthetase deficiency (HAGGSD)'],5578999
1387,['Diseases of Cellular Senescence'],9630747
1388,['Defective CYP27A1 causes Cerebrotendinous xanthomatosis (CTX)'],5578996
1389,['Binding and Uptake of Ligands by Scavenger Receptors'],2173782
1390,['Orexin and neuropeptides FF and QRFP bind to their respective receptors'],389397
1391,['Synthesis of PIPs at the ER membrane'],1483248
1392,['Norepinephrine Neurotransmitter Release Cycle'],181430
1393,['Toll Like Receptor TLR1:TLR2 Cascade'],168179
1394,['IKBKB deficiency causes SCID'],5602636
1395,['Adaptive Immune System'],1280218
1396,"['Defective POMT2 causes MDDGA2, MDDGB2 and MDDGC2']",5083629
1397,"['Defective POMGNT1 causes MDDGA3, MDDGB3 and MDDGC3']",5083628
1398,"['Defective POMT1 causes MDDGA1, MDDGB1 and MDDGC1']",5083633
1399,['Defective GALE can cause Epimerase-deficiency galactosemia (EDG)'],5609977
1400,"['Plasma lipoprotein assembly, remodeling, and clearance', 'Lipoprotein metabolism']",174824
1401,['Interleukin-23 signaling'],9020933
1402,['TBC/RABGAPs'],8854214
1403,['Defective Base Excision Repair Associated with OGG1'],9656249
1404,['Signaling by Overexpressed Wild-Type EGFR in Cancer'],5638302
1405,['STAT5 Activation'],9645135
1406,['Loss of Function of TGFBR2 in Cancer'],3642278
1407,['Oncogenic MAPK signaling'],6802957
1408,['RAS GTPase cycle mutants'],9649913
1409,['Signaling downstream of RAS mutants'],9649948
1410,['Regorafenib-resistant PDGFR mutants'],9674403
1411,['Imatinib-resistant PDGFR mutants'],9674396
1412,['PDGFR mutants bind TKIs'],9674428
1413,['FGFR3 mutant receptor activation'],2033514
1414,['Signaling by activated point mutants of FGFR3'],1839130
1415,['Signaling by FGFR4 in disease'],5655291
1416,['FGFR4 mutant receptor activation'],1839128
1417,['phosphorylation site mutants of CTNNB1 are not targeted to the proteasome by the destruction complex'],4839743
1418,"[""T41 mutants of beta-catenin aren't phosphorylated""]",5358752
1419,"['XAV939 inhibits tankyrase, stabilizing AXIN']",5545619
1420,['APC truncation mutants are not K63 polyubiquitinated'],5467333
1421,['WNT ligand secretion is abrogated by the PORCN inhibitor LGK974'],5340573
1422,['Truncations of AMER1 destabilize the destruction complex'],5467348
1423,['Deletions in the AMER1 gene destabilize the destruction complex'],5467343
1424,['RNF mutants show enhanced WNT signaling and proliferation'],5340588
1425,"['AXIN mutants destabilize the destruction complex, activating WNT signaling']",4839735
1426,['Deletions in the AXIN genes in hepatocellular carcinoma result in elevated WNT signaling'],5467345
1427,['AXIN missense mutants destabilize the destruction complex'],5467340
1428,['Signaling by ERBB2 ECD mutants'],9665348
1429,['Drug resistance in ERBB2 TMD/JMD mutants'],9665737
1430,['Drug resistance in ERBB2 KD mutants'],9665230
1431,['Resistance of ERBB2 KD mutants to trastuzumab'],9665233
1432,['Resistance of ERBB2 KD mutants to afatinib'],9665249
1433,['Resistance of ERBB2 KD mutants to osimertinib'],9665247
1434,['Resistance of ERBB2 KD mutants to neratinib'],9665246
1435,['Resistance of ERBB2 KD mutants to tesevatinib'],9665245
1436,['Resistance of ERBB2 KD mutants to sapitinib'],9665244
1437,['Signaling by EGFR in Cancer'],1643713
1438,['Signaling by EGFRvIII in Cancer'],5637812
1439,['PTEN Loss of Function in Cancer'],5674404
1440,['Constitutive Signaling by AKT1 E17K in Cancer'],5674400
1441,['TGFBR2 MSI Frameshift Mutants in Cancer'],3642279
1442,['Loss of Function of TGFBR1 in Cancer'],3656534
1443,['TGFBR1 LBD Mutants in Cancer'],3656535
1444,['TGFBR1 KD Mutants in Cancer'],3656532
1445,['Defective Intrinsic Pathway for Apoptosis Due to p14ARF Loss of Function'],9645722
1446,['Defective Mismatch Repair Associated With MSH6'],5632968
1447,['Defective OGG1 Localization'],9657050
1448,['Defective OGG1 Substrate Binding'],9656255
1449,['Defective NTHL1 substrate binding'],9630222
1450,['Evasion of Oxidative Stress Induced Senescence Due to Defective p16INK4A binding to CDK4'],9632697
1451,['Evasion of Oxidative Stress Induced Senescence Due to Defective p16INK4A binding to CDK4 and CDK6'],9632700
1452,['Evasion of Oncogene Induced Senescence Due to Defective p16INK4A binding to CDK4'],9630791
1453,['Evasion of Oncogene Induced Senescence Due to Defective p16INK4A binding to CDK4 and CDK6'],9630794
1454,['Misspliced LRP5 mutants have enhanced beta-catenin-dependent signaling'],5339717
1455,['Signaling by PDGF'],186797
1456,"['Base-Excision Repair, AP Site Formation']",73929
1457,['Energy dependent regulation of mTOR by LKB1-AMPK'],380972
1458,['Trafficking of GluR2-containing AMPA receptors'],416993
1459,['Formation of Incision Complex in GG-NER'],5696395
1460,['Mitochondrial transcription initiation'],163282
